report_no,incident_time,complaint_type,cctv_flag,area_code,victim_code,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,case_status_code,case_status_desc,crime_code,crime_type,weapon_code,weapon_desc,week_number
200104772,05:00:00,Phone,TRUE,223,8289,759842,Araceli,M,32,Yes,6,No,4111,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104774,11:10:00,Phone,FALSE,323,68853,1491598,Ophelia,M,32,Yes,4,No,3248,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104775,13:45:00,In-Person,TRUE,990,120441,180266,Lupe,M,30,Yes,6,No,1024,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104800,02:15:00,In-Person,TRUE,223,86037,472368,Keenan,M,31,No,0,No,4111,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,2
200104806,10:10:00,Phone,TRUE,371,111129,601484,Raegan,M,30,Yes,5,No,1029,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",2
200104808,07:05:00,Phone,TRUE,336,20603,1689603,Gillian,M,39,Yes,1,No,1029,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",2
200104810,20:35:00,Phone,FALSE,990,117765,428482,Bobbie,M,40,No,0,No,2037,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104813,19:00:00,Phone,TRUE,990,39562,167364,Rylie,M,32,Yes,7,No,2037,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104814,17:50:00,Phone,FALSE,990,114625,172433,Matteo,M,30,Yes,6,No,2037,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104815,23:00:00,Phone,FALSE,223,62347,1056919,Martina,M,33,Yes,3,No,4111,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104817,22:00:00,In-Person,FALSE,261,60182,1380347,Cortney,M,33,Yes,1,No,3248,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104818,01:30:00,In-Person,TRUE,990,48575,2012281,Kyleigh,M,35,Yes,1,No,1024,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104819,19:30:00,In-Person,FALSE,990,55695,1945915,Nayeli,M,34,Yes,3,No,2037,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104820,23:10:00,Phone,TRUE,223,33632,357591,Emery,M,41,Yes,4,No,4111,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104821,01:00:00,In-Person,FALSE,990,82389,1462443,Zackery,M,31,No,0,No,2037,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200104822,03:40:00,Phone,TRUE,990,104990,129322,Kaylin,M,37,No,0,No,2037,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",2
200104823,19:45:00,In-Person,TRUE,990,49696,1043052,Arabella,M,36,No,0,No,2037,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,2
200104826,14:30:00,Phone,TRUE,336,94392,2189395,Chandra,M,41,No,0,No,1027,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200104827,05:00:00,In-Person,TRUE,261,27407,2183801,Kimberlee,M,39,Yes,1,No,3248,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",2
200104829,05:00:00,In-Person,FALSE,336,91736,1317668,Roslyn,M,33,Yes,1,No,1029,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200104835,05:50:00,In-Person,FALSE,261,81342,834524,Roxie,M,39,Yes,1,No,3248,IC,"Invest Cont",901,"VIOLATION OF RESTRAINING ORDER",101,REVOLVER,2
200104836,21:50:00,In-Person,FALSE,336,4625,2020999,Rusty,M,35,No,0,No,1029,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200104842,09:00:00,Phone,FALSE,336,41703,1196736,Gay,M,32,No,0,No,1029,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104843,17:00:00,Phone,FALSE,322,92219,868808,Jarvis,M,33,No,0,No,3248,IC,"Invest Cont",910,KIDNAPPING,308,STICK,2
200104844,09:20:00,Phone,FALSE,223,75945,2206033,Pearlie,M,34,Yes,3,No,4111,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,2
200104847,17:00:00,In-Person,TRUE,223,5963,2338127,Efrain,M,30,No,0,No,4111,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200104848,18:00:00,In-Person,FALSE,371,34942,1001066,Ahmad,M,35,No,0,No,1029,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,2
200104849,11:45:00,Phone,FALSE,323,82085,1853464,Magdalena,M,36,Yes,2,No,3248,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",2
200104850,05:00:00,Phone,TRUE,990,55275,1689228,Beatriz,M,35,Yes,2,No,3262,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",2
200104851,23:15:00,In-Person,FALSE,990,121514,549810,Saundra,M,36,No,0,No,3262,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,2
200104853,21:00:00,In-Person,FALSE,223,96493,1489009,Dulce,M,33,Yes,7,No,4111,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104857,15:00:00,Phone,FALSE,990,67983,1478784,Colt,M,32,Yes,1,No,1024,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,2
200104860,15:30:00,Phone,TRUE,990,95508,883888,Justice,M,41,Yes,5,No,2037,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200104861,14:50:00,In-Person,FALSE,323,35053,994327,Paulina,M,31,No,0,No,3249,AO,"Adult Other",210,ROBBERY,515,"PHYSICAL PRESENCE",2
200104863,22:00:00,In-Person,FALSE,371,38417,1397855,Cali,M,36,No,0,No,1030,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104865,05:30:00,In-Person,TRUE,323,77358,244444,Amari,M,30,No,0,No,3249,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104866,09:00:00,Phone,FALSE,425,95512,1658464,Khalil,M,39,No,0,No,4112,AO,"Adult Other",121,"RAPE, FORCIBLE",511,"VERBAL THREAT",2
200104868,20:00:00,Phone,FALSE,371,66392,298439,Chuck,M,35,No,0,No,1030,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104869,14:50:00,Phone,FALSE,336,23776,1579948,Eleanore,M,32,No,0,No,1030,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104872,18:30:00,Phone,FALSE,371,46007,125217,Elissa,M,30,No,0,No,1030,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104873,10:30:00,Phone,TRUE,990,11253,620113,Jamison,M,36,Yes,4,No,1024,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104874,20:00:00,In-Person,FALSE,336,61458,1233690,Juana,M,40,No,0,No,1029,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200104875,19:55:00,Phone,TRUE,990,105999,1896793,Ilene,M,30,Yes,2,No,3262,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",2
200104879,20:20:00,Phone,TRUE,1001,85627,1016740,Kenzie,M,39,Yes,1,No,3263,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",2
200104880,18:00:00,Phone,TRUE,990,36878,2132172,Maci,M,30,No,0,No,1028,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104881,23:00:00,Phone,TRUE,1001,28403,1102828,Kade,M,36,No,0,No,3263,IC,"Invest Cont",236,"INTIMATE PARTNER - AGGRAVATED",205,"KITCHEN KNIFE",2
200104884,14:00:00,Phone,TRUE,336,71716,164968,Devin,M,32,No,0,No,1030,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200104885,16:00:00,In-Person,TRUE,990,112330,157128,Josh,M,36,No,0,No,1024,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",2
200104886,16:25:00,In-Person,TRUE,223,47652,396290,Odessa,M,39,No,0,No,4111,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104887,15:20:00,Phone,FALSE,1001,106166,188778,Sonny,M,33,Yes,4,No,3263,AO,"Adult Other",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",2
200104895,19:00:00,Phone,FALSE,261,18249,1792105,Ulysses,M,34,No,0,No,3249,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",2
200104896,18:10:00,Phone,TRUE,223,89999,1476730,Krystle,M,36,No,0,No,4111,IC,"Invest Cont",956,"LETTERS, LEWD  -  TELEPHONE CA",206,"SWITCH BLADE",2
200104903,10:00:00,Phone,TRUE,990,120628,1007375,Lorrie,M,31,Yes,1,No,1024,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104911,07:00:00,In-Person,TRUE,990,62324,2223001,Arline,M,41,No,0,No,2037,IC,"Invest Cont",910,KIDNAPPING,308,STICK,2
200104921,12:00:00,In-Person,TRUE,990,21263,1953424,Sharron,M,32,Yes,1,No,1024,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200104922,08:30:00,Phone,FALSE,990,110431,135909,Deirdre,M,34,Yes,3,No,1024,IC,"Invest Cont",625,"OTHER ASSAULT",104,SHOTGUN,2
200104924,14:00:00,In-Person,FALSE,990,92591,985057,Lilian,M,35,No,0,No,1024,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104926,12:00:00,In-Person,FALSE,261,23770,464351,Liza,M,41,No,0,No,1023,IC,"Invest Cont",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",2
200104928,12:00:00,Phone,FALSE,990,7593,2222629,Madilyn,M,40,Yes,5,No,2037,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104934,15:00:00,In-Person,FALSE,1001,4357,1201951,Gunner,M,41,Yes,5,No,3263,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",2
200104941,16:20:00,In-Person,TRUE,261,87222,1246975,Carey,M,35,Yes,6,No,3249,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,2
200104945,15:30:00,Phone,TRUE,336,69215,1387915,Tommie,M,35,No,0,No,1030,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104946,15:30:00,In-Person,TRUE,323,4972,1408718,Ned,M,35,No,0,No,3249,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104953,19:00:00,Phone,FALSE,1001,47201,1069528,Alyce,M,30,Yes,3,No,5555,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,2
200104954,22:10:00,Phone,FALSE,1001,1616,126345,Prince,M,37,No,0,No,3263,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104955,02:30:00,Phone,TRUE,990,40727,1027550,Everly,M,37,Yes,1,No,2037,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104959,01:00:00,Phone,FALSE,223,3663,729987,Marta,M,30,No,0,No,1031,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104960,23:30:00,Phone,FALSE,990,81569,336087,Melina,M,32,Yes,1,No,1024,AA,"Adult Arrest",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",2
200104962,14:30:00,Phone,FALSE,223,123103,1152763,Danica,M,30,Yes,1,No,4111,IC,"Invest Cont",910,KIDNAPPING,308,STICK,2
200104963,16:30:00,Phone,FALSE,990,99915,1595108,Janae,M,35,No,0,No,2037,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200104964,18:30:00,In-Person,TRUE,261,59095,661227,Jacklyn,M,34,No,0,No,3249,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104971,19:00:00,Phone,FALSE,990,33713,365990,Elvis,M,35,No,0,No,1024,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",2
200104972,09:53:00,In-Person,TRUE,990,68531,1991667,Octavia,M,39,Yes,6,No,2037,IC,"Invest Cont",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",2
200104974,05:30:00,Phone,TRUE,223,34895,319505,Jeanie,M,32,Yes,3,No,1031,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200104975,11:00:00,Phone,FALSE,336,43783,2379270,Wiley,M,33,No,0,No,7010,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200104977,08:20:00,Phone,TRUE,887,16247,800061,Carley,M,41,No,0,No,2041,IC,"Invest Cont",625,"OTHER ASSAULT",104,SHOTGUN,2
200104982,14:00:00,Phone,TRUE,1001,54434,1330817,Tyler,M,36,No,0,No,3263,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",2
200104990,16:30:00,In-Person,FALSE,223,95106,1851445,Santos,M,40,Yes,7,No,1031,AA,"Adult Arrest",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104991,17:30:00,Phone,FALSE,223,33649,795843,Shayna,M,34,Yes,1,No,4111,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",2
200104992,01:00:00,Phone,TRUE,1001,29324,1386718,Reese,M,41,No,0,No,3263,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",2
200104993,16:30:00,In-Person,TRUE,322,47009,2050118,Rhea,M,36,Yes,7,No,3249,AA,"Adult Arrest",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200104994,01:00:00,In-Person,FALSE,990,17562,1664186,Al,M,30,No,0,No,2037,AA,"Adult Arrest",210,ROBBERY,515,"PHYSICAL PRESENCE",2
200104997,13:00:00,Phone,FALSE,223,113400,104132,Cathryn,M,33,Yes,1,No,4444,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",2
200105001,19:50:00,Phone,FALSE,371,88764,1856466,Asa,M,36,Yes,2,No,1026,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,2
200105005,01:00:00,Phone,FALSE,990,26651,861172,Augustus,M,36,Yes,4,Yes,1024,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",2
200105006,11:30:00,Phone,FALSE,223,55751,1931260,Emory,M,31,No,0,No,4111,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200105008,16:40:00,In-Person,FALSE,990,36696,723021,Consuelo,M,34,No,0,No,1024,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200105009,16:30:00,In-Person,FALSE,223,69047,301688,Chrystal,M,41,Yes,5,Yes,1031,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200105010,08:00:00,Phone,FALSE,1001,57220,126883,Curt,M,39,Yes,1,No,3263,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200105014,14:30:00,Phone,FALSE,336,60420,1522186,Althea,M,31,No,0,No,1026,AO,"Adult Other",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",2
200105015,12:00:00,In-Person,FALSE,1001,10610,1414706,Joselyn,M,40,No,0,No,3263,IC,"Invest Cont",354,"THEFT OF IDENTITY",513,"STUN GUN",2
200105019,11:50:00,In-Person,FALSE,223,39184,2191923,Nicolette,M,34,Yes,1,Yes,1031,IC,"Invest Cont",910,KIDNAPPING,308,STICK,2
200105023,10:00:00,Phone,FALSE,223,14067,80697,Charmaine,M,34,No,0,No,2042,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200105026,19:10:00,Phone,FALSE,990,45395,1685744,Major,M,31,No,0,Yes,1024,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200105027,14:45:00,In-Person,FALSE,893,34437,1694233,Chantel,M,34,Yes,2,Yes,4003,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200105028,00:45:00,In-Person,FALSE,371,77896,51998,Parker,M,34,No,0,Yes,2038,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200105029,13:10:00,Phone,FALSE,371,83222,1453182,Anya,M,39,No,0,No,2038,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,2
200105030,18:00:00,Phone,FALSE,887,66225,2330665,Blair,M,37,No,0,Yes,4002,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200105033,20:15:00,Phone,FALSE,336,118765,589208,Karter,M,40,Yes,1,Yes,2038,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",2
200105035,19:15:00,Phone,FALSE,1001,118501,178343,Lina,M,35,Yes,6,No,3263,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",2
200105036,10:30:00,Phone,FALSE,1001,69847,1530638,Bruno,M,41,Yes,4,No,3263,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",2
200105041,20:00:00,Phone,FALSE,1001,122915,2237092,Porter,M,35,No,0,Yes,3263,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,2
200105042,11:20:00,Phone,FALSE,1001,43043,310226,Tyrell,M,32,Yes,3,Yes,3263,IC,"Invest Cont",850,"INDECENT EXPOSURE",304,CLUB/BAT,2
200105044,07:20:00,In-Person,FALSE,371,102816,355020,Carmen,M,39,No,0,No,2038,AA,"Adult Arrest",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105047,12:00:00,In-Person,FALSE,223,24604,1143757,Uriel,M,36,Yes,7,Yes,1031,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105051,02:30:00,Phone,FALSE,223,73273,1502389,Humberto,M,41,Yes,1,No,4111,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105054,17:00:00,Phone,FALSE,1001,106005,1898316,Zelma,M,40,No,0,Yes,3263,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,1
200105055,18:45:00,In-Person,FALSE,261,71579,444121,Millard,M,35,No,0,No,3249,IC,"Invest Cont",220,"ATTEMPTED ROBBERY",219,SCREWDRIVER,1
200105056,07:20:00,In-Person,FALSE,322,2812,468214,Pierce,M,39,No,0,No,3248,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",1
200105057,23:50:00,In-Person,FALSE,371,22523,1215866,Coy,M,30,Yes,1,No,2038,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,1
200105059,19:00:00,In-Person,FALSE,322,37452,2142536,Javon,M,34,Yes,5,Yes,3249,IC,"Invest Cont",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",1
200105060,02:00:00,Phone,FALSE,223,2501,1124675,Hal,M,33,No,0,No,1031,IC,"Invest Cont",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",1
200105062,14:34:00,Phone,FALSE,322,61035,439558,Libby,M,39,Yes,7,Yes,3249,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,1
200105066,18:25:00,Phone,FALSE,1001,37862,177875,Ainsley,M,37,No,0,Yes,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",1
200105067,13:58:00,Phone,FALSE,223,2033,1278541,Liana,M,34,No,0,Yes,4111,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",1
200105068,06:30:00,In-Person,FALSE,990,7737,7461,Gemma,M,30,No,0,Yes,1024,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",1
200105069,22:00:00,Phone,FALSE,371,76037,244296,Ernie,M,33,No,0,Yes,2038,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",1
200105073,12:30:00,Phone,FALSE,223,15185,1048913,Galen,M,32,No,0,No,4111,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",1
200105074,22:00:00,Phone,FALSE,1001,105412,1427406,Nona,M,31,No,0,Yes,3263,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",1
200105075,03:15:00,Phone,FALSE,323,113127,1327228,Casandra,M,37,Yes,3,Yes,3249,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,1
200105082,15:00:00,Phone,FALSE,223,3423,613353,Bart,M,37,No,0,No,4111,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",1
200105087,11:00:00,Phone,FALSE,1001,34763,2022732,Corina,M,39,Yes,1,No,3263,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",1
200105088,15:20:00,Phone,FALSE,990,92088,10432,Damion,M,34,No,0,No,1024,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",1
200105090,18:30:00,Phone,FALSE,1001,13802,1814568,Nehemiah,M,34,Yes,1,No,5555,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",1
200105092,14:45:00,Phone,FALSE,371,13767,2234214,Rickie,M,30,No,0,No,2035,IC,"Invest Cont",220,"ATTEMPTED ROBBERY",219,SCREWDRIVER,1
200105094,09:00:00,Phone,FALSE,261,87926,1264134,Shelby,M,31,No,0,No,3249,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,1
200105095,08:00:00,In-Person,FALSE,322,6371,180319,Justice,M,35,No,0,No,3249,IC,"Invest Cont",910,KIDNAPPING,308,STICK,1
200105097,15:15:00,Phone,FALSE,990,112611,1542120,Janna,M,34,No,0,No,1024,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",1
200105099,11:15:00,In-Person,FALSE,371,80090,2256672,Jax,M,41,Yes,1,No,2038,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",1
200105100,01:00:00,Phone,FALSE,887,108128,1480074,Earline,M,36,No,0,No,5245,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105101,13:10:00,Phone,FALSE,425,121032,1597286,Itzel,M,30,Yes,6,No,3223,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105103,06:50:00,Phone,FALSE,261,28147,1144731,Lavonne,M,39,No,0,No,3249,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105108,04:00:00,Phone,FALSE,371,15868,1620247,Kaitlynn,M,40,No,0,No,2038,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105111,08:55:00,Phone,FALSE,223,94308,1095698,Orion,M,37,No,0,No,1031,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105113,12:20:00,Phone,FALSE,223,36602,29934,Cristal,M,37,No,0,No,4111,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105115,10:00:00,Phone,FALSE,425,37435,947196,Lyric,M,32,Yes,4,No,4112,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105117,17:20:00,Phone,FALSE,990,94209,2163243,Augusta,M,31,Yes,4,No,1024,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105118,16:30:00,Phone,FALSE,1001,37540,1279404,Destinee,M,32,Yes,1,No,3263,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105120,13:25:00,In-Person,FALSE,323,59530,240933,William,M,30,No,0,No,3249,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105121,21:00:00,Phone,FALSE,990,93791,2255622,Kathrine,M,37,Yes,5,No,1024,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105126,19:00:00,In-Person,FALSE,371,105682,1073551,Miracle,M,37,No,0,No,2038,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105131,16:40:00,Phone,FALSE,425,79121,2325064,Kaleigh,M,40,Yes,6,No,4112,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105132,02:00:00,Phone,FALSE,990,5311,1997387,Mina,M,40,No,0,No,1024,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
